FIPS,State,"County, State",Year,Cost Per Meal, Weighted weekly $ needed by FI , Weighted Annual Food Budget Shortfall 
49031,UT,"Piute County, Utah",2021,$3.36 ,$19.59 ,"$166,000.00 "
49031,UT,"Piute County, Utah",2022,$3.78 ,$23.40 ,"$241,000.00 "
49033,UT,"Rich County, Utah",2019,$3.12 ,$17.56 ,"$186,000.00 "
49033,UT,"Rich County, Utah",2020,$2.99 ,$15.86 ,"$135,000.00 "
49033,UT,"Rich County, Utah",2021,$3.54 ,$20.59 ,"$162,000.00 "
49033,UT,"Rich County, Utah",2022,$4.02 ,$24.89 ,"$257,000.00 "
49035,UT,"Salt Lake County, Utah",2019,$3.11 ,$17.55 ,"$64,295,000.00 "
49035,UT,"Salt Lake County, Utah",2020,$3.28 ,$17.39 ,"$58,744,000.00 "
49035,UT,"Salt Lake County, Utah",2021,$3.72 ,$21.68 ,"$69,279,000.00 "
49035,UT,"Salt Lake County, Utah",2022,$4.13 ,$25.62 ,"$111,820,000.00 "
49037,UT,"San Juan County, Utah",2019,$3.35 ,$18.88 ,"$1,649,000.00 "
49037,UT,"San Juan County, Utah",2020,$3.35 ,$17.76 ,"$1,579,000.00 "
49037,UT,"San Juan County, Utah",2021,$3.81 ,$22.16 ,"$1,674,000.00 "
49037,UT,"San Juan County, Utah",2022,$4.23 ,$26.19 ,"$2,288,000.00 "
49039,UT,"Sanpete County, Utah",2019,$2.86 ,$16.09 ,"$1,865,000.00 "
49039,UT,"Sanpete County, Utah",2020,$2.93 ,$15.55 ,"$1,575,000.00 "
49039,UT,"Sanpete County, Utah",2021,$3.38 ,$19.70 ,"$1,697,000.00 "
49039,UT,"Sanpete County, Utah",2022,$3.76 ,$23.29 ,"$2,840,000.00 "
49041,UT,"Sevier County, Utah",2019,$2.92 ,$16.45 ,"$1,457,000.00 "
49041,UT,"Sevier County, Utah",2020,$2.99 ,$15.87 ,"$1,261,000.00 "
49041,UT,"Sevier County, Utah",2021,$3.36 ,$19.59 ,"$1,432,000.00 "
49041,UT,"Sevier County, Utah",2022,$3.78 ,$23.40 ,"$2,158,000.00 "
49043,UT,"Summit County, Utah",2019,$4.61 ,$25.96 ,"$2,653,000.00 "
49043,UT,"Summit County, Utah",2020,$4.74 ,$25.13 ,"$2,607,000.00 "
49043,UT,"Summit County, Utah",2021,$5.11 ,$29.76 ,"$2,636,000.00 "
49043,UT,"Summit County, Utah",2022,$5.56 ,$34.49 ,"$4,268,000.00 "
49045,UT,"Tooele County, Utah",2019,$3.00 ,$16.92 ,"$3,336,000.00 "
49045,UT,"Tooele County, Utah",2020,$2.97 ,$15.77 ,"$2,837,000.00 "
49045,UT,"Tooele County, Utah",2021,$3.35 ,$19.54 ,"$3,076,000.00 "
49045,UT,"Tooele County, Utah",2022,$3.77 ,$23.36 ,"$5,605,000.00 "
49047,UT,"Uintah County, Utah",2019,$3.10 ,$17.47 ,"$2,555,000.00 "
49047,UT,"Uintah County, Utah",2020,$3.11 ,$16.49 ,"$2,531,000.00 "
49047,UT,"Uintah County, Utah",2021,$3.46 ,$20.13 ,"$2,717,000.00 "
49047,UT,"Uintah County, Utah",2022,$3.87 ,$24.01 ,"$3,831,000.00 "
49049,UT,"Utah County, Utah",2019,$3.05 ,$17.19 ,"$33,348,000.00 "
49049,UT,"Utah County, Utah",2020,$3.17 ,$16.82 ,"$28,716,000.00 "
49049,UT,"Utah County, Utah",2021,$3.61 ,$21.02 ,"$35,317,000.00 "
49049,UT,"Utah County, Utah",2022,$4.01 ,$24.88 ,"$58,398,000.00 "
49051,UT,"Wasatch County, Utah",2019,$3.44 ,$19.41 ,"$1,760,000.00 "
49051,UT,"Wasatch County, Utah",2020,$3.51 ,$18.62 ,"$1,627,000.00 "
49051,UT,"Wasatch County, Utah",2021,$3.87 ,$22.54 ,"$1,716,000.00 "
49051,UT,"Wasatch County, Utah",2022,$4.36 ,$26.99 ,"$3,005,000.00 "
49053,UT,"Washington County, Utah",2019,$3.21 ,$18.09 ,"$11,427,000.00 "
49053,UT,"Washington County, Utah",2020,$3.26 ,$17.29 ,"$10,064,000.00 "
49053,UT,"Washington County, Utah",2021,$3.65 ,$21.26 ,"$11,460,000.00 "
49053,UT,"Washington County, Utah",2022,$4.10 ,$25.38 ,"$18,279,000.00 "
49055,UT,"Wayne County, Utah",2019,$3.16 ,$17.83 ,"$200,000.00 "
49055,UT,"Wayne County, Utah",2020,$2.99 ,$15.87 ,"$168,000.00 "
49055,UT,"Wayne County, Utah",2021,$3.36 ,$19.59 ,"$178,000.00 "
49055,UT,"Wayne County, Utah",2022,$3.78 ,$23.40 ,"$248,000.00 "
49057,UT,"Weber County, Utah",2019,$2.97 ,$16.75 ,"$14,368,000.00 "
49057,UT,"Weber County, Utah",2020,$3.17 ,$16.85 ,"$12,403,000.00 "
49057,UT,"Weber County, Utah",2021,$3.62 ,$21.09 ,"$15,101,000.00 "
49057,UT,"Weber County, Utah",2022,$4.04 ,$25.01 ,"$24,504,000.00 "
50001,VT,"Addison County, Vermont",2019,$4.34 ,$24.47 ,"$2,397,000.00 "
50001,VT,"Addison County, Vermont",2020,$4.33 ,$22.99 ,"$2,141,000.00 "
50001,VT,"Addison County, Vermont",2021,$4.40 ,$25.60 ,"$2,105,000.00 "
50001,VT,"Addison County, Vermont",2022,$4.75 ,$29.44 ,"$3,448,000.00 "
50003,VT,"Bennington County, Vermont",2019,$3.36 ,$18.94 ,"$2,350,000.00 "
50003,VT,"Bennington County, Vermont",2020,$3.77 ,$20.02 ,"$2,453,000.00 "
50003,VT,"Bennington County, Vermont",2021,$4.16 ,$24.20 ,"$2,775,000.00 "
50003,VT,"Bennington County, Vermont",2022,$4.51 ,$27.98 ,"$4,066,000.00 "
50005,VT,"Caledonia County, Vermont",2019,$4.05 ,$22.83 ,"$2,437,000.00 "
50005,VT,"Caledonia County, Vermont",2020,$4.06 ,$21.56 ,"$2,132,000.00 "
50005,VT,"Caledonia County, Vermont",2021,$4.34 ,$25.27 ,"$2,269,000.00 "
50005,VT,"Caledonia County, Vermont",2022,$4.70 ,$29.13 ,"$3,428,000.00 "
50007,VT,"Chittenden County, Vermont",2019,$3.87 ,$21.83 ,"$10,496,000.00 "
50007,VT,"Chittenden County, Vermont",2020,$4.21 ,$22.32 ,"$9,799,000.00 "
50007,VT,"Chittenden County, Vermont",2021,$4.42 ,$25.77 ,"$10,379,000.00 "
50007,VT,"Chittenden County, Vermont",2022,$4.80 ,$29.74 ,"$15,956,000.00 "
50009,VT,"Essex County, Vermont",2019,$3.92 ,$22.07 ,"$509,000.00 "
50009,VT,"Essex County, Vermont",2020,$3.68 ,$19.52 ,"$444,000.00 "
50009,VT,"Essex County, Vermont",2021,$3.90 ,$22.69 ,"$489,000.00 "
50009,VT,"Essex County, Vermont",2022,$4.21 ,$26.11 ,"$689,000.00 "
50011,VT,"Franklin County, Vermont",2019,$3.93 ,$22.15 ,"$3,058,000.00 "
50011,VT,"Franklin County, Vermont",2020,$3.97 ,$21.08 ,"$2,877,000.00 "
50011,VT,"Franklin County, Vermont",2021,$4.04 ,$23.56 ,"$2,908,000.00 "
50011,VT,"Franklin County, Vermont",2022,$4.40 ,$27.25 ,"$4,786,000.00 "
50013,VT,"Grand Isle County, Vermont",2019,$3.69 ,$20.79 ,"$347,000.00 "
50013,VT,"Grand Isle County, Vermont",2020,$3.47 ,$18.40 ,"$279,000.00 "
50013,VT,"Grand Isle County, Vermont",2021,$3.84 ,$22.37 ,"$312,000.00 "
50013,VT,"Grand Isle County, Vermont",2022,$4.21 ,$26.08 ,"$554,000.00 "
50015,VT,"Lamoille County, Vermont",2019,$4.30 ,$24.23 ,"$1,985,000.00 "
50015,VT,"Lamoille County, Vermont",2020,$4.39 ,$23.28 ,"$1,998,000.00 "
50015,VT,"Lamoille County, Vermont",2021,$4.48 ,$26.09 ,"$1,836,000.00 "
50015,VT,"Lamoille County, Vermont",2022,$4.85 ,$30.08 ,"$2,610,000.00 "
50017,VT,"Orange County, Vermont",2019,$4.25 ,$23.94 ,"$2,106,000.00 "
50017,VT,"Orange County, Vermont",2020,$4.28 ,$22.72 ,"$1,792,000.00 "
50017,VT,"Orange County, Vermont",2021,$4.35 ,$25.34 ,"$1,806,000.00 "
50017,VT,"Orange County, Vermont",2022,$4.72 ,$29.25 ,"$2,884,000.00 "
50019,VT,"Orleans County, Vermont",2019,$3.59 ,$20.22 ,"$2,043,000.00 "
50019,VT,"Orleans County, Vermont",2020,$3.68 ,$19.52 ,"$1,901,000.00 "
50019,VT,"Orleans County, Vermont",2021,$3.90 ,$22.69 ,"$1,824,000.00 "
50019,VT,"Orleans County, Vermont",2022,$4.21 ,$26.11 ,"$2,772,000.00 "
50021,VT,"Rutland County, Vermont",2019,$3.62 ,$20.40 ,"$3,916,000.00 "
50021,VT,"Rutland County, Vermont",2020,$4.02 ,$21.31 ,"$4,157,000.00 "
50021,VT,"Rutland County, Vermont",2021,$4.21 ,$24.52 ,"$4,321,000.00 "
50021,VT,"Rutland County, Vermont",2022,$4.59 ,$28.44 ,"$6,746,000.00 "
50023,VT,"Washington County, Vermont",2019,$4.24 ,$23.90 ,"$4,329,000.00 "
50023,VT,"Washington County, Vermont",2020,$4.25 ,$22.58 ,"$3,726,000.00 "
50023,VT,"Washington County, Vermont",2021,$4.39 ,$25.54 ,"$3,951,000.00 "
50023,VT,"Washington County, Vermont",2022,$4.72 ,$29.24 ,"$6,075,000.00 "
50025,VT,"Windham County, Vermont",2019,$3.46 ,$19.49 ,"$3,121,000.00 "
50025,VT,"Windham County, Vermont",2020,$4.06 ,$21.54 ,"$3,358,000.00 "
50025,VT,"Windham County, Vermont",2021,$4.39 ,$25.55 ,"$3,890,000.00 "
50025,VT,"Windham County, Vermont",2022,$4.77 ,$29.57 ,"$5,346,000.00 "
50027,VT,"Windsor County, Vermont",2019,$4.42 ,$24.94 ,"$4,138,000.00 "
50027,VT,"Windsor County, Vermont",2020,$4.47 ,$23.74 ,"$3,723,000.00 "
50027,VT,"Windsor County, Vermont",2021,$4.50 ,$26.23 ,"$3,771,000.00 "
50027,VT,"Windsor County, Vermont",2022,$4.86 ,$30.11 ,"$5,818,000.00 "
51001,VA,"Accomack County, Virginia",2019,$3.02 ,$17.00 ,"$1,990,000.00 "
51001,VA,"Accomack County, Virginia",2020,$3.10 ,$16.47 ,"$1,919,000.00 "
51001,VA,"Accomack County, Virginia",2021,$3.39 ,$19.75 ,"$1,935,000.00 "
51001,VA,"Accomack County, Virginia",2022,$3.82 ,$23.68 ,"$3,117,000.00 "
51003,VA,"Albemarle County, Virginia",2019,$3.48 ,$19.60 ,"$5,471,000.00 "
51003,VA,"Albemarle County, Virginia",2020,$3.67 ,$19.49 ,"$4,913,000.00 "
51003,VA,"Albemarle County, Virginia",2021,$4.12 ,$24.02 ,"$5,515,000.00 "
51003,VA,"Albemarle County, Virginia",2022,$4.53 ,$28.05 ,"$9,300,000.00 "
51005,VA,"Alleghany County, Virginia",2019,$3.16 ,$17.83 ,"$1,195,000.00 "
51005,VA,"Alleghany County, Virginia",2020,$3.47 ,$18.44 ,"$1,074,000.00 "
51005,VA,"Alleghany County, Virginia",2021,$3.70 ,$21.56 ,"$1,092,000.00 "
51005,VA,"Alleghany County, Virginia",2022,$4.17 ,$25.86 ,"$1,623,000.00 "
51007,VA,"Amelia County, Virginia",2019,$3.26 ,$18.36 ,"$629,000.00 "
51007,VA,"Amelia County, Virginia",2020,$3.31 ,$17.58 ,"$597,000.00 "
51007,VA,"Amelia County, Virginia",2021,$3.51 ,$20.46 ,"$639,000.00 "
51007,VA,"Amelia County, Virginia",2022,$3.97 ,$24.59 ,"$1,074,000.00 "
51009,VA,"Amherst County, Virginia",2019,$3.04 ,$17.16 ,"$1,748,000.00 "
51009,VA,"Amherst County, Virginia",2020,$3.13 ,$16.63 ,"$1,478,000.00 "
51009,VA,"Amherst County, Virginia",2021,$3.38 ,$19.69 ,"$1,595,000.00 "
51009,VA,"Amherst County, Virginia",2022,$3.79 ,$23.46 ,"$2,640,000.00 "
51011,VA,"Appomattox County, Virginia",2019,$3.07 ,$17.31 ,"$877,000.00 "
51011,VA,"Appomattox County, Virginia",2020,$3.13 ,$16.63 ,"$837,000.00 "
51011,VA,"Appomattox County, Virginia",2021,$3.38 ,$19.69 ,"$848,000.00 "
51011,VA,"Appomattox County, Virginia",2022,$3.79 ,$23.46 ,"$1,402,000.00 "
51013,VA,"Arlington County, Virginia",2019,$4.38 ,$24.71 ,"$13,692,000.00 "
51013,VA,"Arlington County, Virginia",2020,$4.74 ,$25.14 ,"$12,710,000.00 "
51013,VA,"Arlington County, Virginia",2021,$5.02 ,$29.24 ,"$15,585,000.00 "
51013,VA,"Arlington County, Virginia",2022,$5.52 ,$34.23 ,"$24,287,000.00 "
51015,VA,"Augusta County, Virginia",2019,$3.36 ,$18.95 ,"$3,862,000.00 "
51015,VA,"Augusta County, Virginia",2020,$3.39 ,$18.01 ,"$3,398,000.00 "
51015,VA,"Augusta County, Virginia",2021,$3.58 ,$20.88 ,"$3,736,000.00 "
51015,VA,"Augusta County, Virginia",2022,$3.95 ,$24.48 ,"$6,237,000.00 "
51017,VA,"Bath County, Virginia",2019,$3.11 ,$17.53 ,"$234,000.00 "
51017,VA,"Bath County, Virginia",2020,$3.15 ,$16.74 ,"$310,000.00 "
51017,VA,"Bath County, Virginia",2021,$3.44 ,$20.04 ,"$328,000.00 "
51017,VA,"Bath County, Virginia",2022,$3.86 ,$23.94 ,"$530,000.00 "
51019,VA,"Bedford County, Virginia",2019,$3.34 ,$18.82 ,"$4,071,000.00 "
51019,VA,"Bedford County, Virginia",2020,$3.38 ,$17.94 ,"$3,391,000.00 "
51019,VA,"Bedford County, Virginia",2021,$3.63 ,$21.15 ,"$3,779,000.00 "
51019,VA,"Bedford County, Virginia",2022,$4.13 ,$25.61 ,"$6,619,000.00 "
51021,VA,"Bland County, Virginia",2019,$2.98 ,$16.77 ,"$351,000.00 "
51021,VA,"Bland County, Virginia",2020,$3.06 ,$16.23 ,"$330,000.00 "
51021,VA,"Bland County, Virginia",2021,$3.33 ,$19.37 ,"$364,000.00 "
51021,VA,"Bland County, Virginia",2022,$3.77 ,$23.35 ,"$553,000.00 "
51023,VA,"Botetourt County, Virginia",2019,$3.47 ,$19.58 ,"$1,514,000.00 "
51023,VA,"Botetourt County, Virginia",2020,$3.47 ,$18.44 ,"$1,258,000.00 "
51023,VA,"Botetourt County, Virginia",2021,$3.70 ,$21.56 ,"$1,413,000.00 "
51023,VA,"Botetourt County, Virginia",2022,$4.17 ,$25.86 ,"$2,643,000.00 "
51025,VA,"Brunswick County, Virginia",2019,$2.98 ,$16.82 ,"$1,066,000.00 "
51025,VA,"Brunswick County, Virginia",2020,$3.07 ,$16.31 ,"$980,000.00 "
51025,VA,"Brunswick County, Virginia",2021,$3.37 ,$19.66 ,"$870,000.00 "
51025,VA,"Brunswick County, Virginia",2022,$3.81 ,$23.59 ,"$1,338,000.00 "
51027,VA,"Buchanan County, Virginia",2019,$2.99 ,$16.86 ,"$2,265,000.00 "
51027,VA,"Buchanan County, Virginia",2020,$2.96 ,$15.70 ,"$1,990,000.00 "
51027,VA,"Buchanan County, Virginia",2021,$3.27 ,$19.03 ,"$2,234,000.00 "
51027,VA,"Buchanan County, Virginia",2022,$3.66 ,$22.66 ,"$3,017,000.00 "
51029,VA,"Buckingham County, Virginia",2019,$3.55 ,$19.99 ,"$1,170,000.00 "
51029,VA,"Buckingham County, Virginia",2020,$3.05 ,$16.20 ,"$983,000.00 "
51029,VA,"Buckingham County, Virginia",2021,$3.40 ,$19.78 ,"$996,000.00 "
51029,VA,"Buckingham County, Virginia",2022,$3.83 ,$23.76 ,"$1,513,000.00 "
51031,VA,"Campbell County, Virginia",2019,$3.04 ,$17.14 ,"$2,927,000.00 "
51031,VA,"Campbell County, Virginia",2020,$3.13 ,$16.63 ,"$2,643,000.00 "
51031,VA,"Campbell County, Virginia",2021,$3.37 ,$19.61 ,"$2,688,000.00 "
51031,VA,"Campbell County, Virginia",2022,$3.77 ,$23.39 ,"$4,406,000.00 "
51033,VA,"Caroline County, Virginia",2019,$3.43 ,$19.32 ,"$1,307,000.00 "
51033,VA,"Caroline County, Virginia",2020,$3.50 ,$18.59 ,"$1,280,000.00 "
51033,VA,"Caroline County, Virginia",2021,$3.71 ,$21.62 ,"$1,351,000.00 "
51033,VA,"Caroline County, Virginia",2022,$4.10 ,$25.44 ,"$2,369,000.00 "
51035,VA,"Carroll County, Virginia",2019,$3.28 ,$18.50 ,"$2,104,000.00 "
51035,VA,"Carroll County, Virginia",2020,$3.34 ,$17.71 ,"$2,208,000.00 "
51035,VA,"Carroll County, Virginia",2021,$3.50 ,$20.36 ,"$2,056,000.00 "
51035,VA,"Carroll County, Virginia",2022,$3.87 ,$23.96 ,"$3,096,000.00 "
51036,VA,"Charles City County, Virginia",2019,$3.32 ,$18.73 ,"$358,000.00 "
51036,VA,"Charles City County, Virginia",2020,$3.60 ,$19.09 ,"$371,000.00 "
51036,VA,"Charles City County, Virginia",2021,$3.78 ,$22.00 ,"$340,000.00 "
51036,VA,"Charles City County, Virginia",2022,$4.18 ,$25.91 ,"$542,000.00 "
51037,VA,"Charlotte County, Virginia",2019,$3.04 ,$17.14 ,"$962,000.00 "
51037,VA,"Charlotte County, Virginia",2020,$3.05 ,$16.20 ,"$884,000.00 "
51037,VA,"Charlotte County, Virginia",2021,$3.40 ,$19.78 ,"$870,000.00 "
51037,VA,"Charlotte County, Virginia",2022,$3.83 ,$23.76 ,"$1,312,000.00 "
51041,VA,"Chesterfield County, Virginia",2019,$3.28 ,$18.48 ,"$12,212,000.00 "
51041,VA,"Chesterfield County, Virginia",2020,$3.44 ,$18.25 ,"$12,385,000.00 "
51041,VA,"Chesterfield County, Virginia",2021,$3.85 ,$22.43 ,"$13,310,000.00 "
51041,VA,"Chesterfield County, Virginia",2022,$4.31 ,$26.70 ,"$25,168,000.00 "
51043,VA,"Clarke County, Virginia",2019,$3.50 ,$19.70 ,"$693,000.00 "
51043,VA,"Clarke County, Virginia",2020,$3.48 ,$18.49 ,"$566,000.00 "
51043,VA,"Clarke County, Virginia",2021,$3.71 ,$21.58 ,"$681,000.00 "
51043,VA,"Clarke County, Virginia",2022,$4.14 ,$25.66 ,"$1,121,000.00 "
51045,VA,"Craig County, Virginia",2019,$3.18 ,$17.95 ,"$294,000.00 "
51045,VA,"Craig County, Virginia",2020,$3.47 ,$18.44 ,"$319,000.00 "
51045,VA,"Craig County, Virginia",2021,$3.70 ,$21.56 ,"$334,000.00 "
51045,VA,"Craig County, Virginia",2022,$4.17 ,$25.86 ,"$463,000.00 "
51047,VA,"Culpeper County, Virginia",2019,$3.10 ,$17.49 ,"$2,091,000.00 "
51047,VA,"Culpeper County, Virginia",2020,$3.38 ,$17.96 ,"$2,071,000.00 "
51047,VA,"Culpeper County, Virginia",2021,$3.77 ,$21.95 ,"$2,277,000.00 "
51047,VA,"Culpeper County, Virginia",2022,$4.20 ,$26.02 ,"$4,096,000.00 "
51049,VA,"Cumberland County, Virginia",2019,$3.25 ,$18.31 ,"$617,000.00 "
51049,VA,"Cumberland County, Virginia",2020,$3.05 ,$16.20 ,"$423,000.00 "
51049,VA,"Cumberland County, Virginia",2021,$3.40 ,$19.78 ,"$324,000.00 "
51049,VA,"Cumberland County, Virginia",2022,$3.83 ,$23.76 ,"$649,000.00 "
51051,VA,"Dickenson County, Virginia",2019,$3.00 ,$16.92 ,"$1,478,000.00 "
51051,VA,"Dickenson County, Virginia",2020,$3.17 ,$16.80 ,"$1,412,000.00 "
51051,VA,"Dickenson County, Virginia",2021,$3.54 ,$20.60 ,"$1,574,000.00 "
51051,VA,"Dickenson County, Virginia",2022,$3.97 ,$24.63 ,"$2,234,000.00 "
51053,VA,"Dinwiddie County, Virginia",2019,$3.20 ,$18.02 ,"$1,449,000.00 "
51053,VA,"Dinwiddie County, Virginia",2020,$3.29 ,$17.45 ,"$1,350,000.00 "
51053,VA,"Dinwiddie County, Virginia",2021,$3.52 ,$20.53 ,"$1,364,000.00 "
51053,VA,"Dinwiddie County, Virginia",2022,$3.89 ,$24.11 ,"$2,150,000.00 "
51057,VA,"Essex County, Virginia",2019,$3.34 ,$18.84 ,"$709,000.00 "
51057,VA,"Essex County, Virginia",2020,$3.50 ,$18.59 ,"$682,000.00 "
51057,VA,"Essex County, Virginia",2021,$3.71 ,$21.62 ,"$689,000.00 "
51057,VA,"Essex County, Virginia",2022,$4.10 ,$25.44 ,"$1,088,000.00 "
51059,VA,"Fairfax County, Virginia",2019,$3.90 ,$22.00 ,"$44,251,000.00 "
51059,VA,"Fairfax County, Virginia",2020,$4.23 ,$22.44 ,"$44,972,000.00 "
51059,VA,"Fairfax County, Virginia",2021,$4.61 ,$26.87 ,"$53,923,000.00 "
51059,VA,"Fairfax County, Virginia",2022,$5.09 ,$31.53 ,"$92,324,000.00 "
51061,VA,"Fauquier County, Virginia",2019,$3.78 ,$21.28 ,"$2,898,000.00 "
51061,VA,"Fauquier County, Virginia",2020,$3.81 ,$20.24 ,"$2,499,000.00 "
51061,VA,"Fauquier County, Virginia",2021,$4.02 ,$23.41 ,"$2,997,000.00 "
51061,VA,"Fauquier County, Virginia",2022,$4.45 ,$27.61 ,"$5,360,000.00 "
51063,VA,"Floyd County, Virginia",2019,$3.14 ,$17.67 ,"$847,000.00 "
51063,VA,"Floyd County, Virginia",2020,$3.49 ,$18.51 ,"$786,000.00 "
51063,VA,"Floyd County, Virginia",2021,$3.86 ,$22.48 ,"$784,000.00 "
51063,VA,"Floyd County, Virginia",2022,$4.36 ,$27.05 ,"$1,395,000.00 "
51065,VA,"Fluvanna County, Virginia",2019,$3.64 ,$20.52 ,"$1,083,000.00 "
51065,VA,"Fluvanna County, Virginia",2020,$3.69 ,$19.60 ,"$993,000.00 "
51065,VA,"Fluvanna County, Virginia",2021,$3.84 ,$22.36 ,"$909,000.00 "
51065,VA,"Fluvanna County, Virginia",2022,$4.22 ,$26.15 ,"$1,792,000.00 "
51067,VA,"Franklin County, Virginia",2019,$3.09 ,$17.39 ,"$3,217,000.00 "
51067,VA,"Franklin County, Virginia",2020,$3.15 ,$16.74 ,"$2,991,000.00 "
51067,VA,"Franklin County, Virginia",2021,$3.49 ,$20.33 ,"$3,169,000.00 "
51067,VA,"Franklin County, Virginia",2022,$4.03 ,$24.96 ,"$5,270,000.00 "
51069,VA,"Frederick County, Virginia",2019,$3.23 ,$18.22 ,"$3,559,000.00 "
51069,VA,"Frederick County, Virginia",2020,$3.47 ,$18.42 ,"$3,229,000.00 "
51069,VA,"Frederick County, Virginia",2021,$3.85 ,$22.45 ,"$4,119,000.00 "
51069,VA,"Frederick County, Virginia",2022,$4.25 ,$26.35 ,"$7,178,000.00 "
51071,VA,"Giles County, Virginia",2019,$3.19 ,$18.00 ,"$978,000.00 "
51071,VA,"Giles County, Virginia",2020,$3.04 ,$16.13 ,"$807,000.00 "
51071,VA,"Giles County, Virginia",2021,$3.34 ,$19.46 ,"$886,000.00 "
51071,VA,"Giles County, Virginia",2022,$3.83 ,$23.75 ,"$1,434,000.00 "
51073,VA,"Gloucester County, Virginia",2019,$2.93 ,$16.50 ,"$1,771,000.00 "
51073,VA,"Gloucester County, Virginia",2020,$3.15 ,$16.74 ,"$1,620,000.00 "
51073,VA,"Gloucester County, Virginia",2021,$3.58 ,$20.87 ,"$1,975,000.00 "
51073,VA,"Gloucester County, Virginia",2022,$4.03 ,$24.97 ,"$3,212,000.00 "
51075,VA,"Goochland County, Virginia",2019,$3.69 ,$20.80 ,"$908,000.00 "
51075,VA,"Goochland County, Virginia",2020,$3.65 ,$19.40 ,"$747,000.00 "
51075,VA,"Goochland County, Virginia",2021,$3.79 ,$22.10 ,"$771,000.00 "
51075,VA,"Goochland County, Virginia",2022,$4.23 ,$26.23 ,"$1,583,000.00 "
51077,VA,"Grayson County, Virginia",2019,$3.03 ,$17.10 ,"$1,183,000.00 "
51077,VA,"Grayson County, Virginia",2020,$3.13 ,$16.64 ,"$989,000.00 "
51077,VA,"Grayson County, Virginia",2021,$3.40 ,$19.79 ,"$1,093,000.00 "
51077,VA,"Grayson County, Virginia",2022,$3.88 ,$24.03 ,"$1,742,000.00 "
51079,VA,"Greene County, Virginia",2019,$3.49 ,$19.67 ,"$925,000.00 "
51079,VA,"Greene County, Virginia",2020,$4.55 ,$24.17 ,"$1,209,000.00 "
51079,VA,"Greene County, Virginia",2021,$3.44 ,$20.06 ,"$980,000.00 "
51079,VA,"Greene County, Virginia",2022,$3.90 ,$24.15 ,"$1,700,000.00 "
51081,VA,"Greensville County, Virginia",2019,$2.99 ,$16.83 ,"$531,000.00 "
51081,VA,"Greensville County, Virginia",2020,$3.02 ,$16.01 ,"$515,000.00 "
51081,VA,"Greensville County, Virginia",2021,$3.32 ,$19.36 ,"$435,000.00 "
51081,VA,"Greensville County, Virginia",2022,$3.73 ,$23.09 ,"$819,000.00 "
51083,VA,"Halifax County, Virginia",2019,$2.90 ,$16.36 ,"$1,891,000.00 "
51083,VA,"Halifax County, Virginia",2020,$3.01 ,$15.97 ,"$1,938,000.00 "
51083,VA,"Halifax County, Virginia",2021,$3.35 ,$19.52 ,"$2,025,000.00 "
51083,VA,"Halifax County, Virginia",2022,$3.77 ,$23.37 ,"$3,090,000.00 "
51085,VA,"Hanover County, Virginia",2019,$3.34 ,$18.84 ,"$3,789,000.00 "
51085,VA,"Hanover County, Virginia",2020,$3.49 ,$18.54 ,"$3,385,000.00 "
51085,VA,"Hanover County, Virginia",2021,$3.83 ,$22.33 ,"$4,050,000.00 "
51085,VA,"Hanover County, Virginia",2022,$4.31 ,$26.70 ,"$7,485,000.00 "
51087,VA,"Henrico County, Virginia",2019,$3.34 ,$18.82 ,"$15,131,000.00 "
51087,VA,"Henrico County, Virginia",2020,$3.56 ,$18.87 ,"$15,480,000.00 "
51087,VA,"Henrico County, Virginia",2021,$3.99 ,$23.23 ,"$15,344,000.00 "
51087,VA,"Henrico County, Virginia",2022,$4.44 ,$27.53 ,"$25,996,000.00 "
51089,VA,"Henry County, Virginia",2019,$2.90 ,$16.34 ,"$3,360,000.00 "
51089,VA,"Henry County, Virginia",2020,$2.96 ,$15.72 ,"$3,153,000.00 "
51089,VA,"Henry County, Virginia",2021,$3.26 ,$18.98 ,"$3,270,000.00 "
51089,VA,"Henry County, Virginia",2022,$3.68 ,$22.79 ,"$5,066,000.00 "
51091,VA,"Highland County, Virginia",2019,$3.10 ,$17.48 ,"$127,000.00 "
51091,VA,"Highland County, Virginia",2020,$3.27 ,$17.36 ,"$111,000.00 "
51091,VA,"Highland County, Virginia",2021,$3.67 ,$21.36 ,"$149,000.00 "
51091,VA,"Highland County, Virginia",2022,$4.13 ,$25.58 ,"$225,000.00 "
51093,VA,"Isle of Wight County, Virginia",2019,$3.49 ,$19.68 ,"$1,935,000.00 "
51093,VA,"Isle of Wight County, Virginia",2020,$3.50 ,$18.60 ,"$1,715,000.00 "
51093,VA,"Isle of Wight County, Virginia",2021,$3.74 ,$21.81 ,"$1,786,000.00 "
51093,VA,"Isle of Wight County, Virginia",2022,$4.17 ,$25.83 ,"$3,119,000.00 "
51095,VA,"James City County, Virginia",2019,$4.10 ,$23.09 ,"$4,027,000.00 "
51095,VA,"James City County, Virginia",2020,$4.03 ,$21.37 ,"$3,792,000.00 "
51095,VA,"James City County, Virginia",2021,$4.29 ,$25.01 ,"$4,059,000.00 "
51095,VA,"James City County, Virginia",2022,$4.76 ,$29.52 ,"$6,786,000.00 "
51097,VA,"King and Queen County, Virginia",2019,$3.38 ,$19.04 ,"$335,000.00 "
51097,VA,"King and Queen County, Virginia",2020,$3.60 ,$19.09 ,"$307,000.00 "
